SeqName	GO IDs
plot6_0000201237_1	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869
plot1_0000001456_28	C:GO:0042597; F:GO:0046872; P:GO:0055085
plot1_0000267314_4	C:GO:0005840
plot1_0000137897_5	F:GO:0016787
plot1_0000051749_6	
plot30_0000220968_5	
plot1_0000066982_6	F:GO:0004328
plot6_0000073012_3	
plot36_0000434101_3	
plot30_0000265444_3	
plot30_0000389110_2	P:GO:0006801; F:GO:0016491; F:GO:0046872
plot36_0000161546_4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot6_0000294409_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000469514_2	
plot30_0000327014_1	
plot30_0000001092_9	C:GO:0016020; C:GO:0016021
plot30_0000050262_1	F:GO:0003824
plot30_0000312414_2	P:GO:0008643
plot30_0000034881_2	
plot1_0000033258_8	
plot30_0000063914_2	
plot1_0000018542_8	C:GO:0016021
plot30_0000310238_5	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000007870_2	F:GO:0004061; P:GO:0019441
plot1_0000558577_2	P:GO:0008643
plot30_0000235056_1	
plot36_0000451685_2	
plot1_0000003702_5	F:GO:0016787
plot36_0000142081_3	F:GO:0004518
plot36_0000468525_2	F:GO:0003824
plot36_0000500434_2	F:GO:0008484
plot1_0000155265_5	P:GO:0005975; F:GO:0016810
plot6_0000021161_3	
plot1_0000153008_1	P:GO:0008643
plot30_0000271554_2	
plot36_0000001468_10	F:GO:0004497; C:GO:0016020; C:GO:0016021; P:GO:0055114
plot1_0000283449_1	F:GO:0016787
plot6_0000006326_6	F:GO:0016787
plot30_0000042346_11	F:GO:0016787
plot1_0000031834_3	
plot1_0000499408_2	P:GO:0008643
plot36_0000466026_3	
plot1_0000047641_9	F:GO:0016491; P:GO:0055114
plot36_0000323233_2	
plot1_0000447080_2	F:GO:0046872
plot1_0000001719_2	F:GO:0004061; C:GO:0016020; P:GO:0019441
plot1_0000074667_7	F:GO:0016787
plot30_0000498954_2	
plot6_0000013573_3	C:GO:0016020; C:GO:0016021; F:GO:0030246
plot30_0000584538_3	F:GO:0016787
plot1_0000034336_1	F:GO:0016903; P:GO:0055114; F:GO:0071949
plot30_0000001600_10	F:GO:0016787
plot6_0000221653_2	F:GO:0004061; P:GO:0019441
plot30_0000110773_4	F:GO:0004061; P:GO:0019441
plot1_0000410908_2	C:GO:0016021; F:GO:0016787; F:GO:0016831
plot1_0000488356_3	
plot30_0000009495_6	
plot30_0000561844_1	F:GO:0003824; F:GO:0046872
plot6_0000120111_1	C:GO:0016020; C:GO:0016021
plot30_0000296842_4	P:GO:0006865
plot1_0000041337_8	
plot30_0000347207_3	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot6_0000304614_1	F:GO:0047121; P:GO:0055114
plot1_0000059494_2	F:GO:0004061; P:GO:0019441
plot6_0000162081_2	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000215418_1	C:GO:0016021
plot30_0000138527_3	C:GO:0016020; C:GO:0016021
plot1_0000048860_6	P:GO:0015753; F:GO:0048029
plot30_0000348434_4	F:GO:0003824
plot30_0000353271_3	
plot1_0000058209_3	F:GO:0016787; F:GO:0016831
plot1_0000000017_108	F:GO:0005524
plot30_0000002558_17	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot36_0000369696_1	P:GO:0007154; C:GO:0016021
plot1_0000190590_3	F:GO:0051213; P:GO:0055114
plot36_0000002461_2	F:GO:0051213; P:GO:0055114
plot1_0000000634_37	F:GO:0008484
plot1_0000556471_2	F:GO:0004792
plot30_0000001044_14	
plot30_0000318524_2	F:GO:0016779; F:GO:0016787
plot6_0000037093_5	F:GO:0016787
plot30_0000014069_15	C:GO:0016021; F:GO:0047121; P:GO:0055114
plot30_0000132602_5	F:GO:0004061; P:GO:0019441
plot30_0000374390_1	F:GO:0003824
plot1_0000004124_24	
plot30_0000037623_9	
plot6_0000064964_4	
plot30_0000440810_1	F:GO:0051213; P:GO:0055114
plot1_0000599658_2	F:GO:0016787; F:GO:0016831
plot30_0000600017_3	
plot30_0000196539_4	C:GO:0016020; C:GO:0016021
plot1_0000074973_7	F:GO:0004061; P:GO:0019441
plot30_0000072280_3	P:GO:0055085
plot36_0000026927_5	
plot1_0000329672_1	F:GO:0033961
plot30_0000386517_2	
plot6_0000063838_5	
plot30_0000115594_2	
plot36_0000314841_2	
plot30_0000009412_11	F:GO:0005488
plot6_0000188786_1	
plot1_0000363102_2	C:GO:0016020; C:GO:0016021
plot1_0000214787_3	
plot30_0000257626_1	F:GO:0005344; F:GO:0008941; P:GO:0015671; F:GO:0019825; F:GO:0020037; F:GO:0046872; P:GO:0051409; P:GO:0055114; F:GO:0071949
plot1_0000591383_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000026915_8	P:GO:0000413; F:GO:0003755; P:GO:0006457
plot1_0000050455_1	
plot1_0000076597_1	C:GO:0005737; F:GO:0008840; P:GO:0009089; P:GO:0019877
plot1_0000355816_4	
plot30_0000297010_5	P:GO:0006865; C:GO:0016021
plot1_0000261704_2	
plot6_0000152898_3	C:GO:0016021; F:GO:0016491; P:GO:0055114
plot1_0000178119_5	
plot36_0000233474_3	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot36_0000014496_11	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000061607_5	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000147839_1	
plot6_0000217070_3	F:GO:0016810
plot30_0000490258_3	P:GO:0008643
plot36_0000092723_1	
plot30_0000086261_3	F:GO:0004135; F:GO:0004180; P:GO:0005977; P:GO:0006508; P:GO:0008152; F:GO:0016787; F:GO:0016798; F:GO:0030246
plot30_0000031791_4	
plot30_0000039788_14	F:GO:0005488
plot1_0000210995_4	C:GO:0016021; F:GO:0016491; P:GO:0055114
plot6_0000007322_11	F:GO:0004061; P:GO:0019441
plot30_0000083049_6	
plot6_0000200340_1	F:GO:0005507; F:GO:0009055; C:GO:0016021; P:GO:0022900
plot1_0000001793_35	F:GO:0045735
plot36_0000139383_3	
plot1_0000028405_2	F:GO:0003824; F:GO:0046872
plot36_0000051138_8	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot6_0000200639_2	
plot1_0000339493_3	F:GO:0016787
plot36_0000124788_3	
plot1_0000667892_2	
plot30_0000044430_3	F:GO:0016787
plot1_0000114163_6	F:GO:0004784; P:GO:0019430; P:GO:0046687; F:GO:0046872; P:GO:0055114
plot30_0000516536_3	F:GO:0004089; F:GO:0008270
plot1_0000614747_2	F:GO:0003824
plot30_0000049071_6	F:GO:0016787
plot6_0000014085_3	F:GO:0016810; F:GO:0019213
plot30_0000002848_7	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot1_0000004647_16	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot36_0000197618_2	
plot30_0000536271_3	
plot1_0000489763_1	F:GO:0016787
plot1_0000232485_2	
plot1_0000048100_4	C:GO:0016021; F:GO:0047121; P:GO:0055114
plot1_0000021996_10	P:GO:0006801; F:GO:0016491; F:GO:0046872
plot1_0000404939_5	
plot6_0000146188_3	F:GO:0016787
plot30_0000037477_5	F:GO:0008484
plot1_0000602106_2	C:GO:0016021
plot36_0000091168_2	F:GO:0008806
plot30_0000527007_1	F:GO:0016787
plot30_0000285503_3	F:GO:0022857; C:GO:0043190; P:GO:0055085
plot1_0000149175_1	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot36_0000101111_3	C:GO:0043190; P:GO:0055085
plot36_0000421832_2	F:GO:0016787
plot36_0000376982_2	F:GO:0004970; C:GO:0016020; P:GO:0035235
plot1_0000000502_12	P:GO:0006865
plot36_0000234249_3	F:GO:0047121; P:GO:0055114
plot30_0000567106_1	C:GO:0016020; C:GO:0016021
plot30_0000039056_8	F:GO:0016787
plot1_0000590568_4	F:GO:0004792
plot1_0000014499_15	F:GO:0005524
plot6_0000008298_3	C:GO:0016021
plot1_0000239148_2	F:GO:0016787
plot30_0000033345_9	
plot30_0000221753_5	F:GO:0008484
plot6_0000278863_3	C:GO:0016020
plot30_0000633865_1	
plot30_0000653049_1	
plot1_0000603199_2	
plot6_0000000015_45	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000715541_1	F:GO:0047121; P:GO:0055114
plot6_0000066692_6	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000557718_2	F:GO:0004061; P:GO:0019441
plot1_0000057800_1	F:GO:0080030
plot36_0000002650_20	F:GO:0008484
plot1_0000253012_3	C:GO:0016021
plot36_0000011885_8	F:GO:0016787
plot36_0000053185_1	F:GO:0016787
plot30_0000026844_12	
plot36_0000081750_5	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000115376_1	F:GO:0004970; C:GO:0016020; P:GO:0035235
plot1_0000498035_1	P:GO:0008643
plot6_0000119199_3	
plot30_0000007264_8	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000227577_4	F:GO:0016491; P:GO:0055114
plot1_0000129096_4	F:GO:0016787
plot1_0000036674_7	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot6_0000189382_1	F:GO:0016787
plot36_0000376744_3	C:GO:0043190; P:GO:0055085
plot1_0000172624_4	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot1_0000062900_2	F:GO:0016787
plot1_0000214084_3	F:GO:0047121; P:GO:0055114
plot6_0000016571_1	F:GO:0016810; F:GO:0019213
plot1_0000225556_2	
plot30_0000024029_1	
plot30_0000144528_3	
plot1_0000122690_4	
plot1_0000034612_6	
plot36_0000065101_2	
plot30_0000166100_5	
plot30_0000169814_4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000342971_2	F:GO:0016209; F:GO:0016491; P:GO:0055114; P:GO:0098869
plot36_0000298111_2	P:GO:0055085
plot36_0000498032_1	F:GO:0016787
plot1_0000641156_3	
plot1_0000097107_5	C:GO:0005886
plot6_0000016648_2	
plot30_0000113717_6	F:GO:0005215
plot36_0000465603_3	P:GO:0008643
plot1_0000301862_2	P:GO:0008643
plot1_0000075024_4	P:GO:0007049; C:GO:0009279; C:GO:0016021; P:GO:0051301
plot30_0000491431_2	P:GO:0008643
plot1_0000343255_1	F:GO:0018492; P:GO:0055114
plot36_0000046727_3	F:GO:0008484
plot30_0000068918_1	F:GO:0030246
plot1_0000122160_4	C:GO:0043190; P:GO:0055085
plot36_0000264015_4	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot1_0000028776_2	
plot30_0000109852_3	F:GO:0016787
plot36_0000001425_16	F:GO:0016787
plot30_0000374679_1	
plot1_0000223454_1	F:GO:0008484
plot1_0000599521_2	P:GO:0055085
plot1_0000044152_5	
plot30_0000580965_2	P:GO:0006865; F:GO:0008121; C:GO:0016021; P:GO:0022900
plot36_0000077034_4	
plot1_0000037787_5	
plot36_0000182078_3	
plot6_0000003795_4	F:GO:0016787
plot30_0000105347_7	C:GO:0009279; C:GO:0016020; C:GO:0016021
plot1_0000467261_1	C:GO:0016020; C:GO:0016021
plot30_0000375513_2	
plot30_0000044309_8	
plot1_0000111762_5	
plot36_0000250471_4	F:GO:0016853
plot1_0000061671_7	F:GO:0016787
plot30_0000021698_5	C:GO:0016021
plot36_0000162918_5	F:GO:0047739
plot30_0000141445_4	F:GO:0016829; F:GO:0051213; P:GO:0055114
plot30_0000591422_2	F:GO:0004601; F:GO:0016787; P:GO:0098869
plot1_0000011132_1	
plot36_0000009266_10	
plot36_0000252113_1	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000077657_5	F:GO:0008484
plot1_0000149831_2	F:GO:0018492; P:GO:0055114
plot30_0000077091_3	F:GO:0004371; C:GO:0005829; P:GO:0016310; P:GO:0019563
plot1_0000113276_5	
plot1_0000284139_3	
plot1_0000055054_8	F:GO:0016301; P:GO:0016310
plot1_0000081947_10	
plot1_0000176822_2	F:GO:0016301; P:GO:0016310
plot30_0000120677_3	
plot1_0000292924_4	F:GO:0016491; P:GO:0055114
plot1_0000006784_18	
plot1_0000193611_2	F:GO:0018786
plot1_0000294616_2	C:GO:0016021; F:GO:0030246
plot36_0000054116_7	P:GO:0055085
plot30_0000250492_2	F:GO:0016787
plot30_0000003442_6	
plot1_0000335083_2	F:GO:0016746; F:GO:0016787
plot30_0000010027_1	
plot30_0000574756_3	
plot6_0000250511_1	P:GO:0008643
plot1_0000502646_3	
plot1_0000036924_9	
plot1_0000730716_2	
plot6_0000129348_5	F:GO:0016787
plot1_0000640020_1	F:GO:0016740
plot30_0000273571_4	
plot36_0000181499_2	
plot1_0000223863_6	
plot1_0000048100_2	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114
plot6_0000179045_4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000116826_4	
plot1_0000025585_7	
plot30_0000180946_5	
plot36_0000258962_1	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot30_0000008150_6	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot6_0000057686_4	P:GO:0015689
plot1_0000043715_5	
plot6_0000130498_1	P:GO:0008643
plot30_0000249168_3	P:GO:0008643
plot30_0000059188_6	
plot6_0000047740_4	F:GO:0008484
plot36_0000025137_3	P:GO:0006865
plot1_0000003814_30	F:GO:0003824
plot1_0000386847_2	C:GO:0016021
plot30_0000194180_2	C:GO:0016021
plot1_0000050432_3	F:GO:0005509; C:GO:0016020; F:GO:0052933; F:GO:0052934; P:GO:0055114
plot36_0000047813_4	F:GO:0016787
plot30_0000233479_2	C:GO:0016021
plot36_0000011588_5	
plot36_0000032376_3	P:GO:0008643
plot30_0000060361_4	
plot30_0000123064_3	F:GO:0016853
plot30_0000111781_2	F:GO:0018786
plot1_0000407458_4	F:GO:0016829; F:GO:0051213; P:GO:0055114
plot36_0000231174_3	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot1_0000209001_3	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot36_0000180209_3	F:GO:0004061; P:GO:0019441
plot30_0000603839_2	F:GO:0003824; F:GO:0050662
plot30_0000183722_4	
plot30_0000558066_2	F:GO:0004061; P:GO:0019441
plot1_0000000270_53	C:GO:0016020; C:GO:0016021
plot36_0000003418_12	C:GO:0016020; C:GO:0016021
plot36_0000068894_4	F:GO:0016787; F:GO:0016853
plot36_0000338745_2	
plot36_0000153872_1	
plot1_0000166222_3	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot36_0000072759_1	F:GO:0008484
plot1_0000165960_3	F:GO:0004332; P:GO:0006096
plot1_0000656235_2	
plot30_0000228282_3	
plot6_0000015814_4	F:GO:0016614; F:GO:0050660; P:GO:0055114
plot1_0000097271_3	F:GO:0018525; P:GO:0055114
plot30_0000055638_8	F:GO:0016787
plot1_0000256027_3	F:GO:0004497; P:GO:0055114
plot30_0000009004_6	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000368205_3	C:GO:0043190; P:GO:0055085
plot30_0000374025_3	
plot1_0000135187_3	F:GO:0016787
plot30_0000274324_2	C:GO:0016021
plot30_0000659091_1	C:GO:0016021; F:GO:0030246
plot36_0000097813_3	F:GO:0016705; F:GO:0016787; P:GO:0055114
plot30_0000547645_1	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot30_0000065974_6	F:GO:0016787
plot30_0000081282_4	
plot30_0000083136_1	C:GO:0016021; F:GO:0047121; P:GO:0055114
plot36_0000020548_4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot30_0000253331_1	F:GO:0008484
plot6_0000151580_1	F:GO:0003824
plot30_0000141815_3	C:GO:0043190; P:GO:0055085
plot1_0000179789_2	
plot36_0000041668_5	C:GO:0016021
plot30_0000698192_1	
plot30_0000007858_20	
plot36_0000393616_1	F:GO:0008484
plot1_0000000136_78	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114
plot1_0000166369_5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000001479_30	F:GO:0003824; C:GO:0016021; F:GO:0046872
plot36_0000006240_3	F:GO:0016787
plot30_0000043006_9	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000356642_2	F:GO:0008237
plot30_0000129059_1	F:GO:0008484
plot1_0000018443_10	
plot30_0000598790_2	C:GO:0016020; C:GO:0016021
plot30_0000335285_1	F:GO:0004332; P:GO:0006096
plot30_0000016522_3	F:GO:0004792
plot1_0000011257_5	F:GO:0008484
plot36_0000038267_5	
plot30_0000393424_1	
plot1_0000033877_4	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot6_0000041223_7	F:GO:0016787
plot6_0000012269_5	F:GO:0016787
plot1_0000386717_1	F:GO:0016787
plot1_0000656588_2	F:GO:0016787
plot1_0000058457_5	F:GO:0008806
plot1_0000036568_5	P:GO:0006865
plot6_0000289901_3	C:GO:0016020
plot1_0000165649_2	P:GO:0006865
plot1_0000612272_1	
plot1_0000044719_9	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot30_0000217236_2	P:GO:0006865
plot1_0000073920_8	F:GO:0016787
plot1_0000039446_7	C:GO:0016021
plot30_0000155502_5	
plot1_0000684850_2	
plot30_0000089275_7	
plot1_0000434251_2	F:GO:0016787
plot36_0000041607_10	
plot36_0000406750_2	C:GO:0016020; C:GO:0016021
plot6_0000148211_1	C:GO:0016020; C:GO:0016021
plot36_0000003435_4	F:GO:0016787
plot1_0000331399_1	F:GO:0016787
plot1_0000072898_5	F:GO:0016787
plot30_0000596538_1	
plot1_0000369903_2	F:GO:0016787
plot30_0000223856_4	F:GO:0016787
plot6_0000101691_4	C:GO:0016020; C:GO:0016021; F:GO:0017154; P:GO:0071526
plot30_0000054633_3	P:GO:0006865
plot36_0000365487_4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000598189_2	F:GO:0008270; F:GO:0016491; P:GO:0055114
plot1_0000000378_9	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872
plot30_0000157220_1	P:GO:0008643
plot30_0000244978_1	F:GO:0008484
plot1_0000214098_4	
plot1_0000315267_4	
plot1_0000181410_2	
plot30_0000095080_4	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098
plot30_0000149323_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000061603_5	F:GO:0016787
plot1_0000556725_2	F:GO:0016787; F:GO:0016831
plot30_0000202410_2	F:GO:0018786
plot1_0000021691_11	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot30_0000008265_11	
plot36_0000208378_3	
plot30_0000043765_10	F:GO:0008484
plot1_0000025535_10	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000310047_3	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot1_0000153935_1	C:GO:0016021
plot36_0000184096_2	F:GO:0016787
plot30_0000078297_3	F:GO:0008806
plot36_0000341223_3	
plot1_0000004299_26	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000509673_1	F:GO:0004061; C:GO:0016021; P:GO:0019441
plot30_0000073366_7	C:GO:0016020
plot1_0000079959_4	
plot30_0000097922_1	
plot1_0000282986_5	F:GO:0030246
plot36_0000356095_2	
plot36_0000066488_5	C:GO:0016020
plot36_0000135139_5	C:GO:0016020; C:GO:0016021
plot30_0000330109_2	
plot1_0000003916_22	C:GO:0016020; C:GO:0016021
plot36_0000154550_2	F:GO:0030246
plot30_0000434598_1	
plot1_0000242773_2	
plot30_0000027049_5	F:GO:0016787
plot1_0000065142_7	
plot1_0000678640_3	F:GO:0003824
plot6_0000259790_5	
plot6_0000011885_4	F:GO:0016787
plot30_0000421685_1	F:GO:0008806
plot36_0000152255_2	F:GO:0051213; P:GO:0055114
plot30_0000023442_3	F:GO:0051213; P:GO:0055114
plot36_0000141822_1	C:GO:0016021; F:GO:0047121; P:GO:0055114
plot30_0000040753_1	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000000126_13	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000644997_3	
plot30_0000020060_10	
plot36_0000478260_2	
plot30_0000647312_2	
plot1_0000005700_20	F:GO:0016787
plot30_0000044444_3	P:GO:0005975; F:GO:0016853; P:GO:0044283; P:GO:1901576
plot30_0000408246_3	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000028581_3	F:GO:0016787
plot6_0000209415_3	C:GO:0016021
plot30_0000044596_6	F:GO:0004332; P:GO:0006096
plot30_0000265036_3	C:GO:0016021
plot36_0000228430_2	
plot1_0000378674_1	
plot1_0000018797_8	
plot36_0000000679_24	F:GO:0003824; C:GO:0016021; F:GO:0046872
plot30_0000001941_33	C:GO:0016021; F:GO:0047121; P:GO:0055114
plot1_0000353305_1	C:GO:0043190; P:GO:0055085
plot1_0000186558_3	
plot30_0000313462_4	
plot1_0000000089_3	
plot36_0000296156_2	P:GO:0006865
plot1_0000449386_1	
plot1_0000054937_5	F:GO:0004497; F:GO:0010181
plot6_0000018442_4	P:GO:0008643
plot30_0000556291_1	F:GO:0016787
plot36_0000033309_7	F:GO:0005507; F:GO:0009055; P:GO:0022900
plot1_0000018576_4	F:GO:0016787
plot1_0000052611_3	F:GO:0004332; P:GO:0006096
plot36_0000081523_2	P:GO:0008643
plot30_0000471869_2	C:GO:0016020
plot36_0000134037_4	C:GO:0016020
plot1_0000121266_3	F:GO:0016787
plot1_0000057580_5	
plot30_0000010100_23	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000004666_22	P:GO:0008152; F:GO:0016491; F:GO:0050662
plot36_0000357405_1	F:GO:0047121; P:GO:0055114
plot6_0000225210_2	C:GO:0016021
plot1_0000483599_1	P:GO:0008643
plot30_0000293217_5	
plot6_0000125591_3	
plot1_0000009643_9	
plot1_0000074368_1	C:GO:0016020
plot6_0000006316_8	
plot36_0000074268_1	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000024264_1	F:GO:0016787
plot36_0000505757_1	F:GO:0016787
plot1_0000607504_2	F:GO:0016787
plot1_0000312021_1	
plot1_0000136640_4	F:GO:0016787
plot1_0000003743_15	
plot1_0000001934_19	
plot1_0000562687_1	
plot1_0000193741_2	
plot6_0000222094_3	F:GO:0005215
plot30_0000130469_2	
plot1_0000253238_2	F:GO:0004061; P:GO:0019441
plot1_0000235824_3	
plot6_0000234149_3	C:GO:0016021
plot1_0000000559_3	F:GO:0016787
plot36_0000304425_1	C:GO:0016020; C:GO:0016021
plot1_0000032473_8	F:GO:0030246
plot36_0000255603_1	P:GO:0008643
plot36_0000054120_4	F:GO:0015407; P:GO:0015749
plot30_0000065254_2	F:GO:0016787
plot30_0000453646_2	F:GO:0016787
plot36_0000312669_3	
plot1_0000226806_2	
plot1_0000486642_2	C:GO:0016020; C:GO:0016021
plot30_0000050969_3	F:GO:0016491; P:GO:0055114
plot1_0000179213_6	
plot30_0000443600_2	
plot36_0000008491_1	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot36_0000406765_1	C:GO:0043190; P:GO:0055085
plot1_0000242179_1	
plot1_0000037138_7	F:GO:0015035; P:GO:0055114
plot36_0000026380_8	F:GO:0008484
plot36_0000217945_3	F:GO:0008484
plot6_0000300466_3	
plot30_0000044349_2	F:GO:0016787
plot30_0000038674_1	P:GO:0006865
plot1_0000528851_1	F:GO:0005509; C:GO:0016021; F:GO:0016614; P:GO:0055114
plot6_0000006855_9	
plot30_0000398844_2	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000165154_5	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000371421_4	F:GO:0008121; C:GO:0016021; P:GO:0022900
plot1_0000004943_14	P:GO:0008643
plot6_0000123915_2	
plot30_0000705400_2	
plot1_0000617973_2	F:GO:0016787
plot30_0000001375_36	
plot30_0000585818_3	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872
plot1_0000361106_3	C:GO:0016021
plot30_0000050061_2	
plot30_0000546295_1	
plot30_0000454664_2	C:GO:0005840
plot1_0000385719_2	C:GO:0016020
plot1_0000005450_6	P:GO:0006801; F:GO:0016491; F:GO:0046872
plot1_0000021121_15	
plot36_0000030935_3	F:GO:0016829
plot1_0000103885_2	
plot1_0000297088_2	
plot36_0000009473_7	F:GO:0052934
plot30_0000027576_4	
plot30_0000204749_1	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot1_0000220583_5	F:GO:0005509; C:GO:0016021; F:GO:0016614; P:GO:0055114
plot1_0000175889_2	C:GO:0030288; P:GO:0055085
plot6_0000045211_4	C:GO:0030288; P:GO:0055085
plot36_0000031381_3	F:GO:0016787
plot30_0000257706_2	F:GO:0016787; F:GO:0046872
plot36_0000022371_6	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot30_0000223130_3	C:GO:0043190; P:GO:0055085
plot6_0000253004_3	F:GO:0003824
plot1_0000000070_100	C:GO:0016020; C:GO:0016021
plot1_0000011831_9	
plot1_0000297930_4	F:GO:0016787
plot1_0000158783_4	F:GO:0016787
plot6_0000143553_3	C:GO:0016020; C:GO:0016021
plot1_0000077150_6	P:GO:0008643
plot1_0000089482_2	P:GO:0008643; C:GO:0016021
plot1_0000185321_1	
plot36_0000174202_1	F:GO:0016787; P:GO:0044238; P:GO:1901564
plot1_0000110382_4	
plot6_0000125465_1	C:GO:0016020; C:GO:0016021
plot36_0000371604_1	
plot30_0000014509_11	P:GO:0006865
plot30_0000063799_5	F:GO:0016787
plot1_0000099401_8	F:GO:0008806
plot6_0000018901_3	F:GO:0008484
plot1_0000000456_19	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000388126_4	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot1_0000499185_3	P:GO:0008643
plot30_0000121137_2	F:GO:0016787
plot1_0000482726_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000276892_1	
plot36_0000061142_3	F:GO:0030246
plot1_0000082951_3	
plot30_0000559317_2	
plot1_0000273208_1	P:GO:0008643
plot30_0000274490_1	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000233112_2	F:GO:0016787
plot6_0000221271_2	F:GO:0016787
plot30_0000475122_2	F:GO:0008484
plot30_0000500859_1	
plot1_0000159892_3	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot1_0000000448_47	F:GO:0005509; C:GO:0016020; F:GO:0052933; F:GO:0052934; P:GO:0055114
plot1_0000138285_6	F:GO:0016787; F:GO:0102007
plot1_0000350496_2	F:GO:0018492; P:GO:0055114; F:GO:0071949
plot30_0000660168_2	F:GO:0005507; F:GO:0009055; P:GO:0022900
plot1_0000383395_4	
plot6_0000041144_2	F:GO:0052934
plot1_0000094721_5	F:GO:0016829
plot1_0000126333_1	
plot30_0000024863_2	
